Trig Name,STATION NAME,New Name,EASTING,NORTHING,HEIGHT,ORDER,TYPE OF MARK,SECONDARY COMPUTING BLOCK,Computing Date,Maintained,CLASS OF LEVELLING,Date of Levelling,LEVELLING DATUM,DESTROYED MARK INDICATOR,COMMENTS
Shell Mex Wtr Twr,SD30/T67,SD30T067,343532.18,376513.57,0,3,CENTRE,SD30,01/06/1951,01/07/1980,0,,,1,DESTROYED 09/94
Shelley,SE22/T189,SE22T189,419781.76,411479.46,213.012,4,BURIED BLK,SE22,01/06/1954,01/04/1972,1,01/03/1959,N,1,DESTROYED 11/95
Shelley Ch Sp,SE22/INT24,SE22I024,421181.49,411293.3,0,4,SPIRE,SE22,01/06/1954,01/10/1985,0,,,0,
Shelley Road Mill Twr,SD74/T42,SD74T042,352513.56,430369.74,0,3,BOLT,SD74,01/06/1949,01/11/1980,0,,,0,
Shelley Road Mill Twr,SD74/T42,SD74T042,352515.11,430369.15,0,3,CENTRE,SD74,01/06/1949,01/11/1980,0,,,0,
Shelleys,TQ00/T66,TQ00T066,518513.6,113612.88,32.778,3,PILLAR,TQ00,01/06/1947,01/01/1980,1,01/06/1966,N,0,
Shellingford Ch Sp,SU59/INT15,SU59I015,431940.77,193512.43,0,3,SPIRE,SU59,01/06/1951,01/05/1972,0,,,0,
Shellwood,TQ47/T182,TQ47T182,520362.75,145817.04,83.137,3,PILLAR,TQ47,01/06/1945,01/07/1976,1,01/06/1972,N,0,
Shelton Bar,SJ95/T160,SJ95T160,386969.2,348498.99,0,3,PILLAR,A004,01/06/1987,01/02/1986,0,,,0,
Shelton Ch Twr,SJ95/T45,SJ95T045,387872.72,346849.89,0,4,BOLT,SJ95,01/06/1948,,0,,,1,Dest 03/80
Shelton Wtr Twr,SJ44/24,SJ44S024,346497.332,313524.215,0,2,BOLT,SJ44,01/06/1948,01/06/1982,0,,,0,
Shelton Wtr Twr,SJ44/24,SJ44S024,346500.47,313533.05,0,3,CENTRE,SJ44,01/06/1948,01/11/1972,0,,,0,
Shelton Wtr Twr,SJ44/24,SJ44S024,346500.09,313531.9,0,3,MAST,SJ44,01/06/1980,01/11/1972,0,,,0,
Shelton Wtr Twr,SJ44/24,SJ44S024,346500.4,313531.89,0,3,MAST,SJ44,01/06/1971,,0,,,1,Refixed 1980
Shelvock,SJ44/T55,SJ44T055,336900.5,323711.83,131.53,3,PILLAR,SJ44,01/06/1948,01/11/1972,1,01/06/1968,N,0,visited 14/07/02
Shendley Hill Farm,SK10/T4,SK10T004,401621.82,281035.13,200.649,3,PILLAR,SK10,01/06/1943,01/06/1982,1,01/08/1956,N,0,
Shenfield Ch Sp,TL81/INT16,TL81I016,560549.53,195126.36,0,4,SPIRE,TL81,01/06/1949,,0,,,0,
Shenfield Hall Farm,TL81/T66,TL81T066,560187.25,195533.05,0,4,BLOCK,TL81,01/06/1949,,0,,,1,Destroyed 11/92
Shenley Church End Ch Twr,SP74/T24,SP74T024,483187.64,236700.2,0,3,BOLT,SP74,01/06/1955,01/03/1987,0,,,0,
Shenley Church End Ch Twr,SP74/T24,SP74T024,483185.65,236700.16,0,3,CENTRE,SP74,01/06/1955,01/03/1987,0,,,0,
Shenley Church End Ch Twr,SP74/T24,SP74T024,483188.28,236703.4,0,3,FLAGSTAFF,SP74,01/06/1989,01/03/1987,0,,,0,
Shenley Church End Ch Twr,SP74/T24,SP74T024,483188.3,236703.35,0,3,FLAGSTAFF,SP74,01/06/1955,01/03/1987,0,,,1,Re-coordinated 1989
Shenley Grounds Resr,SP74/T82,SP74T082,480401.51,236957.52,0,4,BOLT,SP74,01/06/1974,01/03/1987,0,,,0,
Shenley Hill Resr,TL05/T171,TL05T171,493313.77,227282.77,0,4,BLOCK,TL05,01/06/1965,,0,,,0,
Shenley Lodge,TL32/T91,TL32T091,520202.17,202242.13,0,4,BOLT,TL32,01/06/1961,,0,,,0,
Shenley Mental Hospl Wtr Twr,SP91/T42,SP91T042,518188.61,200998.54,0,3,BOLT,SP91,01/06/1948,,0,,,0,
Shenley Mental Hospl Wtr Twr,SP91/T42,SP91T042,518191.57,201000.93,0,3,VANE,SP91,01/06/1987,01/06/1975,0,,,0,
Shenlow Hill,SP26/T22,SP26T022,435536.12,242723.36,227.63,3,PILLAR,SP26,01/06/1949,01/09/1985,1,01/06/1967,N,0,
Shenstone Ch Twr,SK10/24,SK10S024,410974.11,304331.06,0,3,BOLT,SK10,01/06/1943,01/07/1978,0,,,0,
Shenstone Ch Twr,SK10/24,SK10S024,410974.49,304329.9,0,3,FLAGSTAFF,SK10,01/06/1943,,0,,,1,Dest 3/65
Shepeau,TF22/T32,TF22T032,531797.9,312123.3,2.197,3,PILLAR,TF22,01/06/1961,01/05/1979,1,01/06/1965,N,0,
Shepeau Wtr Tank,TF22/13,TF22S013,531883.749,312186.267,0,2,RIVET,TF22,01/06/1961,,0,,,1,Dest 08/75
Shepherds Dinner Quarry,ST70/T127,ST70T127,370117.67,71629.81,0,3,BURIED BLK,ST70,01/06/1950,,0,,,1,Dest 11/61
Shepherds Hill,SK54/T79,SK54T079,450530.21,319010.13,0,4,BURIED BLK,SK54,01/06/1958,01/05/1961,0,,,0,
Shepherds Hill,SU31/T20,SU31T020,443755.58,92206.74,0,3,FLAGSTAFF,SU31,01/06/1942,01/09/1981,0,,,0,
Shepherds Hill,SU31/T20,SU31T020,443749.71,92200.29,41.775,3,PILLAR,SU31,01/06/1942,01/09/1981,1,01/12/1939,N,0,
Shepherdskirk Hill,NT86/11,NT86S011,404557.644,638340.68,202.118,2,PILLAR,NT86,01/06/1953,01/09/1978,1,01/06/1965,N,0,
Shepreth Chy,TL36/INT16,TL36I016,539688.17,248396.92,0,3,CHIMNEY,TL36,01/06/1950,01/07/1975,0,,,0,
Shepshed Ch Sp,SK54/INT28,SK54I028,448093.25,319693.16,0,3,SPIRE,SK54,01/06/1938,01/06/1978,0,,,0,
Shepton Mallet Ch Twr Vane,ST53/INT9,ST53I009,361963,143671.43,0,3,VANE,ST53,01/06/1952,01/04/1967,0,,,0,
Sheraton Hill,NZ42/T204,NZ42T204,444080.07,535254.53,0,4,BURIED BLK,NZ42,01/06/1953,01/11/1961,0,,,0,
Sherborne Ch Twr,ST70/T110,ST70T110,363799.41,116489.97,0,3,BOLT,ST53,01/06/1952,01/05/1979,0,,,0,
Sherborne Ch Twr,ST70/T110,ST70T110,363801.63,116490.89,0,3,CENTRE,ST53,01/06/1952,01/05/1979,0,,,0,
Sherborne Ch Twr,ST70/T110,ST70T110,363801.63,116490.89,0,3,FLAGSTAFF,ST53,01/06/1952,01/05/1979,0,,,0,
Sherborne Farm,SU77/T215,SU77T215,487674.15,154120.48,0,4,BURIED BLK,SU77,01/06/1955,,0,,,1,Dest 05/78
Sherborne Girls School Fs,ST70/INT11,ST70I011,363102.41,116706.48,0,3,FLAGSTAFF,ST53,01/06/1952,01/05/1979,0,,,0,
Sherbourne Ch Sp,SP26/INT2,SP26I002,426211.89,261190.04,0,3,SPIRE,SP26,01/06/1949,01/09/1985,0,,,0,
Sherbrooke Hotel Twr,NS77/T58,NS77T058,256259.47,663512.93,0,3,BOLT,NS77,01/06/1947,01/10/1971,0,,,0,
Sherburn Ch Sp,NZ42/INT65,NZ42I065,431739.7,542259.55,0,4,SPIRE,NZ42,01/06/1955,01/10/1961,0,,,0,
Sherburn Ch Twr,SE97/T141,SE97T141,495944.49,477431.37,0,3,BOLT,SE97,01/06/1954,01/07/1984,0,,,0,
Sherburn Ch Twr,SE97/T141,SE97T141,495944.49,477431.37,0,3,CENTRE,SE97,01/06/1954,01/07/1984,0,,,0,
Sherburn Hill Op,NZ42/T253,NZ42T253,433253.22,541822.58,0,4,RIVET,NZ42,01/06/1955,,0,,,1,Dest 09/86
Sherburn In Elmet Aero Watch Twr,SE44/T173,SE44T173,450884.98,432890.25,0,4,RIVET,SE44,01/06/1954,,0,,,1,Dest 06/88
Sherburn In Elmet Ch Twr,SE44/25,SE44S025,448792.562,433526.004,59.299,2,BOLT,A001,01/06/1987,01/08/1986,2,01/06/1987,N,0,GPS HEIGHT NCE 1989  59.4M
Sherburn In Elmet Ch Twr,SE44/25,SE44S025,448792.42,433526.04,0,3,BOLT,SE44,01/06/1947,,0,,,1,Refixed 1987
Sherburn In Elmet Ch Twr,SE44/25,SE44S025,448789.44,433526.36,0,3,FLAGSTAFF,A001,01/06/1987,01/08/1986,0,,,0,
Sherburn In Elmet Ch Twr,SE44/25,SE44S025,448789.37,433526.37,0,3,FLAGSTAFF,SE44,01/06/1954,,0,,,1,Refixed 1987
Sherburn Lodge,SE44/T174,SE44T174,450748.23,434128.51,0,4,RIVET,SE44,01/06/1954,01/04/1987,0,,,0,
Sherdley Colly Pillbox,SD30/T244,SD30T244,351852.07,393929.93,0,4,BOLT,SD30,01/06/1952,,0,,,1,Dest 09/72
Sherfield English Ch Sp,SU31/INT76,SU31I076,429043.92,122357.14,0,3,SPIRE,SU31,01/06/1942,01/12/1977,0,,,0,
Sherfin Side,SE02/T114,SE02T114,379045.53,425195.82,0,4,BLOCK,SE02,01/06/1957,,0,,,0,
Sheriff Faulds,NS77/T45,NS77T045,268220.56,653100.48,218.828,3,PILLAR,NS77,01/06/1947,01/10/1981,1,01/09/1956,N,1,Destroyed 02/92
Sheriffs Lench Farm,SO96/T48,SO96T048,401606.5,248242.89,123.108,3,PILLAR,SO96,01/06/1948,01/09/1983,1,01/06/1961,N,0,
Sheriffs Park,NY71/T14,NY71T014,355774.98,521241.25,254.221,3,PILLAR,NY71,01/06/1961,01/07/1983,1,01/06/1970,N,0,
Sherington,SP74/T6,SP74T006,488565.65,247713.19,95.698,3,PILLAR,SP74,01/06/1955,01/11/1986,1,01/01/1961,N,1,Destroyed 06/2014
Sherrards Green Farm,SO96/T98,SO96T098,380237.06,246616.93,0,4,BURIED BLK,SO96,01/06/1960,01/10/1961,0,,,0,
Sherston Ch Twr,ST86/T43,ST86T043,385396.64,186024.45,0,3,BOLT,ST86,01/06/1944,01/11/1966,0,,,0,
Sherston Ch Twr,ST86/T43,ST86T043,385394.49,186024.49,0,3,CENTRE,ST86,01/06/1944,01/11/1966,0,,,0,
Sherston Ch Twr,ST86/T43,ST86T043,385394.49,186024.49,0,3,FLAGSTAFF,ST86,01/06/1944,,0,,,1,Dest 09/66
Sherwood Ch Sp,SK73/INT11,SK73I011,457258.25,342651.53,0,3,SPIRE,SK73,01/06/1949,,0,,,1,Dest 11/80
Sherwood Foundry Chy,SK56/INT15,SK56I015,453886.6,359791.18,0,4,CHIMNEY,SK56,01/06/1953,01/02/1961,0,,,0,
Sheuchan Ch Twr,NX29/T25,NX29T025,205571.31,560886.43,0,3,BOLT,NX29,01/06/1955,01/05/1985,0,,,0,
Sheuchan Ch Twr,NX29/T25,NX29T025,205571.31,560886.43,0,3,CENTRE,NX29,01/06/1955,01/05/1985,0,,,0,
Shevington School,SD30/T354,SD30T354,353741.98,408616.62,0,4,CENTRE,SD30,01/06/1956,01/12/1960,0,,,0,
Shevington School,SD30/T354,SD30T354,353741.85,408616.64,0,4,RIVET,SD30,01/06/1956,01/12/1960,0,,,0,
Sheviock Ch Sp,SX76/INT75,SX76I075,237006.05,55090.57,0,4,SPIRE,SX76,01/06/1950,01/05/1963,0,,,0,
Shewalton Moor,NS44/T62,NS44T062,233287.87,636859.21,0,4,BLOCK,NS44,01/06/1953,,0,,,1,Dest 10/76
Shiant Islands,NC20/39,NC20S039,141478.217,898657.303,0,2,BOLT,NC20,01/06/1955,01/05/1986,0,,,0,
Shiel Hill,NS83/T41,NS83T041,278698.22,616704.45,485.851,3,PILLAR,NS83,01/06/1950,01/10/1976,2,01/06/1950,N,0,
Shiel Hill,NX29/T23,NX29T023,241766.93,594528.74,505.968,3,PILLAR,NX29,01/06/1955,01/10/1985,2,01/06/1955,N,0,HT TO TOP OF PILLAR
Shield Tor,SS72/T84,SS72T084,252528.01,146519.75,0,3,BURIED BLK,SS72,01/06/1949,01/05/1976,0,,,0,
Shields Road,NZ29/T180,NZ29T180,438910.99,561322.66,0,4,BLOCK,NZ29,01/06/1951,,0,,,1,Dest 02/58
Shielhill,NK03/T27,NK03T027,407799.27,852584.83,44.689,3,PILLAR,NK03,01/06/1953,01/05/1982,1,01/04/1955,N,0,
Shiels Farm,NO42/T69,NO42T069,327728.36,709780.69,0,3,BLOCK,NO42,01/06/1959,,0,,,1,Dest 10/71
Shifnal Ch Twr,SJ90/T175,SJ90T175,374686.93,307495.06,0,4,FLAGSTAFF,SJ90,01/06/1955,01/03/1960,0,,,0,
Shifnal Ch Twr,SJ90/T175,SJ90T175,374685.68,307495.37,0,4,RIVET,SJ90,01/06/1955,01/03/1960,0,,,0,
Shildon St Johns Ch Sp,NZ42/INT79,NZ42I079,422866.59,526440.21,0,4,SPIRE,NZ42,01/06/1974,,0,,,0,
Shill Moor,NT72/T91,NT72T091,394396.98,615310.65,528.828,3,PILLAR,NT72,01/06/1957,01/09/1978,2,01/06/1958,N,0,
Shillay More,NG24/H241,NG24H241,84432.79,838653.7,0,4,BOLT,NG24,01/06/1957,,0,,,0,
Shillay More,NG24/H241,NG24H241,84432.79,838653.7,0,4,OLD TRIG,NG24,01/06/1957,,0,,,0,
Shillhope Law,NT72/T90,NT72T090,387310.06,609677.1,501.396,3,PILLAR,NT72,01/06/1957,01/05/1978,2,01/06/1958,N,0,
Shilling Stone Hill,ST70/T54,ST70T054,382361.42,109455.92,223.726,3,PILLAR,ST70,01/06/1950,01/04/1979,1,01/03/1953,N,0,
Shillington Ch Twr,TL05/T38,TL05T038,512356.87,233937.46,0,3,BOLT,TL05,01/06/1955,01/06/1975,0,,,0,
Shillington Ch Twr,TL05/T38,TL05T038,512359.01,233939.54,0,3,CENTRE,TL05,01/06/1955,01/06/1975,0,,,0,
Shillington Ch Twr,TL05/T38,TL05T038,512356,233936.57,0,3,FLAGSTAFF,TL05,01/06/1955,01/06/1975,0,,,0,
Shillington Ch Twr,TL05/T38,TL05T038,512359.01,233939.54,0,3,VANE,TL05,01/06/1955,01/06/1975,0,,,0,
Shilstone Hill,SS72/T43,SS72T043,275982.62,145917.71,405.228,3,PILLAR,SS72,01/06/1949,01/05/1976,1,01/08/1970,N,0,
Shinfield,SU77/T89,SU77T089,472899.38,168456.06,0,3,BURIED BLK,SU77,01/06/1951,,0,,,1,Dest 05/72
Shingham Heath,TF71/T12,TF71T012,578034.92,306288.29,43.891,3,PILLAR,TF71,01/06/1954,01/04/1981,1,01/06/1972,N,0,
Shining Tor,SK08/6,SK08S006,399463.427,373739.405,559.289,2,PILLAR,SK08,01/06/1948,01/10/1978,1,01/12/1949,N,0,visited 24/02/02
Ship Chy,TQ87/INT45,TQ87I045,572382.62,190667.04,0,4,CHIMNEY,TQ87,01/06/1957,,0,,,1,Dest 03/84
Shipbourne Ch Twr Vane,TQ53/INT15,TQ53I015,559137.92,152239.85,0,3,VANE,TQ53,01/06/1949,01/06/1978,0,,,0,
Shipbourne Road,TQ53/T201,TQ53T201,559386.48,151166.45,0,4,BLOCK,TQ53,01/06/1957,,0,,,0,
Shipdham Ch Twr Vane,TG12/INT3,TG12I003,595785.98,307351.82,0,3,VANE,TG12,01/06/1950,01/06/1981,0,,,0,
Shiphay School,SX76/T105,SX76T105,289875.96,65287.6,0,4,BOLT,SX76,01/06/1947,,0,,,0,
Shiplake Ch Twr,SU77/T52,SU77T052,476732.43,178250.77,0,3,BOLT,SU77,01/06/1951,01/02/1978,0,,,0,
Shiplake Ch Twr,SU77/T52,SU77T052,476733.59,178249.87,0,3,VANE,SU77,01/06/1951,01/02/1978,0,,,0,
Shipley Ch Twr,SE22/T103,SE22T103,414377.42,437537.09,0,4,BOLT,SE22,01/06/1949,01/08/1986,0,,,0,
Shipley Ch Twr,SE22/T103,SE22T103,414379.04,437538.47,0,4,CENTRE,SE22,01/06/1949,01/08/1986,0,,,0,
Shipley Ch Twr,TQ13/T25,TQ13T025,514497,121809.26,0,3,BOLT,TQ13,01/06/1952,01/09/1979,0,,,0,
Shipley Ch Twr,TQ13/T25,TQ13T025,514499.74,121805.17,0,3,VANE,TQ13,01/06/1952,01/09/1979,0,,,0,
Shipley Gate,SK54/T57,SK54T057,446264.78,345182.12,0,4,BLOCK,SK73,01/06/1954,,0,,,1,Dest 9/77
Shipley Golf Course,SE02/T129,SE02T129,410396.67,438261.14,85.499,4,BLOCK,SE02,01/06/1957,01/04/1972,1,01/05/1962,N,0,
Shipman Head (Bryher),SV91/17,SV91S017,87634.816,15485.633,0,2,BOLT,SV91,01/06/1947,,0,,,1,Bolt in rock. Dest 05/74
Shippea Hill Gangers Hut,TL78/T19,TL78T019,563960.1,284041.86,0,3,CENTRE,TL78,01/06/1953,,0,,,1,Dest 05/65
Shippea Hill Gangers Hut,TL78/T19,TL78T019,563958.03,284040.75,0,3,RIVET,TL78,01/06/1953,,0,,,1,Dest 05/65
Shipton Ch Sp,SE38/INT21,SE38I021,455324.77,458959.95,0,3,SPIRE,SE97,01/06/1954,01/02/1970,0,,,0,
Shipton Hill,ST70/T55,ST70T055,350740.99,92138.98,170.328,3,PILLAR,ST70,01/06/1950,01/04/1979,1,01/06/1953,N,0,
Shipyard Clock Twr,NZ29/T171,NZ29T171,435501.22,566075.56,0,4,BOLT,NZ29,01/06/1950,,0,,,1,Dest 06/63
Shirburn Hill,PP207,PP207,472344.363,195240.742,254.943,1,PILLAR,FIG5,01/06/1938,01/03/1973,1,01/06/1969,N,0,
Shire Lane,ST11/T173,ST11T173,332754.36,92300.47,0,4,BURIED BLK,ST11,01/06/1953,,0,,,0,
Shire Oak Hill,SK10/T100,SK10T100,405939.42,303638.1,0,4,BURIED BLK,SK10,01/06/1953,,0,,,1,Dest 4/65
Shire Oak Resr,SK10/T124,SK10T124,405706.9,304107.44,183.729,13,BOLT,SK10,01/05/1988,01/02/1987,3,01/05/1988,N,0,
Shirebrook Congregational Ch Sp,SK56/INT19,SK56I019,452439.99,367246.52,0,4,SPIRE,SK56,01/06/1955,,0,,,1,Dest 8/77
Shirebrook Resr,SK56/T63,SK56T063,450702.58,366977.76,151.616,4,BLOCK,SK56,01/06/1955,01/04/1983,1,01/06/1960,N,0,
Shirecliffe College Chy,SK39/INT54,SK39I054,435113.36,390008.55,0,3,CHIMNEY,A001,01/06/1988,01/06/1988,0,,,1,Destroyed 05/93
Shirecliffe Gunsite,SK39/T58,SK39T058,434975.95,389675.93,174.732,3,BLOCK,SK39,01/06/1948,,1,01/04/1961,N,1,Pillar replacement 08/67 Dest 03/73
Shirecliffe Gunsite,SK39/T58,SK39T058,434975.95,389675.93,174.732,3,PILLAR,SK39,01/06/1948,,1,01/04/1961,N,1,Dest 3/67
Shirehampton Golf Course,ST57/T109,ST57T109,353923.98,176858.58,60.539,4,PILLAR,ST57,01/06/1944,01/12/1979,1,01/10/1956,N,0,
Shirenewton Ch Twr Turret,ST57/T220,ST57T220,347861.21,193552.3,0,4,RIVET,ST57,01/06/1961,,0,,,0,
Shireoaks Ch Sp,SK58/INT13,SK58I013,455381.61,380943.23,0,3,SPIRE,SK58,01/06/1938,,0,,,1,Dest 6/78
Shireoaks Chy,SK58/INT14,SK58I014,455827.44,380887.54,0,3,CHIMNEY,SK58,01/06/1938,,0,,,1,Dest 7/62
Shirlah Pike,NZ29/T27,NZ29T027,410051.57,603916.58,308.152,3,PILLAR,NZ29,01/06/1947,01/10/1978,2,01/06/1947,N,0,
Shirland Ch Twr,SK56/18,SK56S018,439959.804,358456.658,0,2,BOLT,SK56,01/06/1938,01/05/1983,0,,,0,
Shirland Ch Twr,SK56/18,SK56S018,439958.64,358456.49,0,4,FLAGSTAFF,SK56,01/06/1949,01/05/1983,0,,,0,
Shirlett Common,SO79/T12,SO79T012,365360.1,297317.87,203.091,3,PILLAR,SO79,01/06/1948,01/06/1982,1,01/03/1961,N,0,
Shirley Ch Twr,SK34/T11,SK34T011,421879.92,341654.78,0,3,BOLT,SK34,01/06/1939,01/07/1983,0,,,0,
Shirley Ch Twr,SK34/T11,SK34T011,421880.5,341656.12,0,3,OLD TRIG,SK34,01/06/1951,01/12/1970,0,,,0,
Shirley Hotel,TQ47/T318,TQ47T318,535199.12,165674.52,0,4,BOLT,TQ47,01/06/1949,,0,,,1,Dest 02/67
Shirley Hotel,TQ47/T318,TQ47T318,535211.26,165674.55,0,4,FLAGSTAFF,TQ47,01/06/1949,,0,,,1,Dest 02/67
Shirley School Wtr Twr,TQ47/T225,TQ47T225,535885.06,166368.76,0,3,BOLT,TQ47,01/06/1945,,0,,,1,Dest 01/85
Shirley School Wtr Twr,TQ47/T225,TQ47T225,535884.54,166367.27,0,3,CHIMNEY,TQ47,01/06/1945,,0,,,1,Dest 01/85
Shoal Hill,SJ82/T38,SJ82T038,397152.87,311770.68,0,4,BLOCK,SJ82,01/06/1965,,0,,,0,
Shoal Hill,SJ82/T38,SJ82T038,397152.96,311770.82,0,4,BLOCK,SJ82,01/06/1953,,0,,,1,Refixed 1965
Shobdon Hill,SO45/T30,SO45T030,337865.79,264011.2,305.409,3,PILLAR,SO45,01/06/1954,01/07/1976,2,01/06/1954,N,0,
Shocklach Green,SJ44/T149,SJ44T149,343600.52,349466.92,0,4,BURIED BLK,SJ44,01/06/1958,01/12/1961,0,,,0,
Shoeburyness Coaling Plant,TQ87/2,TQ87S002,593696.271,185251.275,0,2,BOLT,TQ87,01/06/1946,,0,,,1,Dest 03/63
Shoostran,HU46/DM/27,HU46S027DIS,430113.86,1141626.35,0,3,OLD TRIG,HU46,01/06/1961,01/06/1980,0,,,0,
Shoostran,HU46/DM/27,HU46S027DIS,430116.827,1141633.809,86.258,2,PILLAR,HU46,01/06/1961,01/06/1980,2,01/06/1961,L,0,
Shootash,SU31/T144,SU31T144,431398.17,121945.4,79.077,3,PILLAR,SU31,01/06/1942,01/09/1977,1,01/03/1940,N,0,
Shooters Hill Wtr Twr,TQ47/INT254,TQ47I254,543767.81,176475.7,0,3,TOWER,TQ47,01/06/1947,01/06/1980,0,,,0,
Shoplands,TQ87/T136,TQ87T136,589644.71,187918.38,0,4,BLOCK,TQ87,01/06/1951,,0,,,1,Dest 10/85
Shopping Centre Obelisk,ST86/INT23,ST86I023,371458.9,182448.53,0,4,OBELISK,ST86,01/06/1972,01/03/1980,0,,,1,Destroyed 03/90
Shore,SE02/T75,SE02T075,392900.57,416921.74,0,4,BURIED BLK,SE02,01/06/1949,,0,,,1,Dest 01/60
Shore Farm,TM23/T140,TM23T140,618216,232083.79,2.517,4,BLOCK,TM23,01/06/1952,01/10/1980,1,01/02/1961,N,0,
Shore Hill,TQ47/T499,TQ47T499,555547.38,159482.06,0,4,RIVET,TQ47,01/06/1955,01/06/1982,0,,,0,
Shore Hill,TQ47/T499,TQ47T499,555547.91,159481.77,0,4,VANE,TQ47,01/06/1955,01/06/1982,0,,,0,
Shoreditch Town Hall,TQ47/T91,TQ47T091,533332.28,182656.05,0,3,BOLT,TQ47,01/06/1945,01/04/1980,0,,,0,
Shoreditch Town Hall,TQ47/T91,TQ47T091,533332.23,182655.43,0,3,FLAGSTAFF,TQ47,01/06/1945,,0,,,1,Dest 1980
Shoreham Airport Twr,TQ00/T70,TQ00T070,520466.6,105174.6,0,3,BEACON,TQ00,01/06/1947,01/09/1978,0,,,1,Destroyed 11/90
Shoreham Airport Twr,TQ00/T70,TQ00T070,520466.13,105174.11,0,3,BOLT,TQ00,01/06/1947,01/09/1978,0,,,1,Destroyed 11/90
Shoreham Ch Of The Good Shepherd Sp,TQ00/INT11,TQ00I011,520769.21,104369.26,0,3,SPIRE,TQ00,01/06/1949,,0,,,1,Dest 06/83
Shoreham Ch Twr,TQ00/17,TQ00S017,521614.689,105128.862,0,2,BOLT,TQ00,01/06/1947,01/09/1978,0,,,0,
Shoreham Ch Twr,TQ00/17,TQ00S017,521615.37,105126.84,0,3,FLAGSTAFF,TQ00,01/06/1947,01/09/1978,0,,,0,
Shoreham High Resr,TQ00/T110,TQ00T110,521228.75,107213.93,69.985,3,BOLT,TQ00,01/06/1949,01/09/1978,1,01/06/1966,N,0,
Shoremill,NH54/T56,NH54T056,274991.69,865702.27,5.379,3,PILLAR,NH54,01/06/1955,01/04/1988,1,01/06/1971,N,0,
Shoreswood,NT86/T22,NT86T022,393550.19,646270.53,91.787,3,PILLAR,NT86,01/06/1953,01/08/1978,1,01/06/1970,N,0,
Shorncliffe Garrison Ch Twr,TR26/T55,TR26T055,619641.23,135788.81,0,4,BOLT,TR26,01/06/1951,,0,,,1,Dest 05/82. Replaced by disc 1983
Shorncliffe Garrison Ch Twr,TR26/T55,TR26T055,619641.16,135788.85,96,3,DISC,TR26,01/06/1983,01/08/1983,2,01/03/1990,N,0,Asphalt disc replaces bolt
Shorncliffe Garrison Ch Twr,TR26/T55,TR26T055,619643.61,135785.69,0,4,FLAGSTAFF,TR26,01/06/1951,,0,,,1,Dest 1979
Shornells Guest House,TQ47/T162,TQ47T162,547161.82,178105.32,0,3,BOLT,TQ47,01/06/1945,01/06/1980,0,,,1,Destroyed 08/89
Short Heath Ch Sp,SJ90/INT30,SJ90I030,397488.8,300803.8,0,4,SPIRE,SJ90,01/06/1951,01/12/1959,0,,,0,
Short Hill,SE38/T85,SE38T085,436009.45,457308.65,0,3,BURIED BLK,SE38,01/06/1955,,0,,,1,Dest 03/86
Shortland Ch Sp,TQ47/INT280,TQ47I280,539238.19,168814.26,0,3,SPIRE,TQ47,01/06/1945,,0,,,1,Dest 05/49
Shorts Down,SX76/T171,SX76T171,250172.07,72372.51,0,4,BURIED BLK,SX76,01/06/1950,,0,,,0,
Shortwood,SJ82/T17,SJ82T017,379646.01,336529.06,162.598,3,PILLAR,SJ82,01/06/1948,01/05/1982,1,01/07/1961,N,0,
Shortwood,ST57/T187,ST57T187,368240.02,176434.43,0,4,BURIED BLK,ST57,01/06/1952,,0,,,0,
Shortwood Farm,TQ53/T117,TQ53T117,573033.78,110731.01,0,4,BURIED BLK,TQ53,01/06/1951,,0,,,0,
Shortwood Lodge,SP69/16,SP69S016,477303.198,275889.37,0,2,BOLT,SP69,01/06/1938,01/11/1985,0,,,0,
Shortwood Lodge,SP69/16,SP69S016,477302.11,275891.57,0,3,CENTRE,SP69,01/06/1954,01/10/1985,0,,,0,
Shotley Hall Farm,TM23/T49,TM23T049,623315.18,236486.84,27.41,3,PILLAR,TM23,01/06/1948,01/09/1980,1,01/05/1961,N,0,
Shotover Edge,SP42/T58,SP42T058,456329.97,206163.28,0,3,BURIED BLK,SP42,01/06/1952,01/03/1972,0,,,0,
Shotover Edge,SP42/T58,SP42T058,456311.63,206218.73,0,3,OLD TRIG,SP42,01/06/1952,01/03/1972,0,,,0,
Shottesbrooke Ch Sp,SU77/INT12,SU77I012,484146.36,177114.25,0,3,SPIRE,SU77,01/06/1951,01/03/1978,0,,,0,
Shottesbrooke Farm,TQ08/T123,TQ08T123,483809.75,178501.45,0,4,BLOCK,TQ08,01/06/1952,,0,,,1,Dest 03/78
Shottisham Ch Twr,TM23/T50,TM23T050,632116.61,244700.94,0,3,BOLT,TM23,01/06/1948,01/11/1980,0,,,0,
Shotton Colly Chy,NZ42/INT48,NZ42I048,439780.59,541329.79,0,4,CHIMNEY,NZ42,01/06/1954,,0,,,1,Dest 04/85
Shotton Colly Tip,NZ42/T213,NZ42T213,440195.75,541346.07,0,4,BLOCK,NZ42,01/06/1954,,0,,,1,Dest 04/67
Shotton Hill,NZ42/T214,NZ42T214,441548.92,539184.53,0,4,BURIED BLK,NZ42,01/06/1968,,0,,,1,Dest 04/86
Shotton Hill,NZ42/T214,NZ42T214,441548.93,539184.81,0,4,BURIED BLK,NZ42,01/06/1954,,0,,,1,Refixed 1968
